x,y,reachable,best_pitch_deg,best_yaw_deg,reason
0.26,0.43,1,10,30,
0.26,0.45,0,,,no_ik_solution
0.26,0.47,0,,,no_ik_solution
0.26,0.49,0,,,no_ik_solution
0.26,0.51,0,,,no_ik_solution
0.26,0.53,0,,,no_ik_solution
0.26,0.55,0,,,no_ik_solution
0.28,-0.05,1,0,-60,
0.28,-0.03,1,0,-60,
0.28,-0.01,1,0,-60,
0.28,0.01,1,0,60,
0.28,0.03,1,0,60,
0.28,0.05,1,0,60,
0.28,0.07,1,0,60,
0.28,0.09,1,0,60,
0.28,0.11,1,0,60,
0.28,0.13,1,0,60,
0.28,0.15,1,0,60,
0.28,0.17,1,0,30,
0.28,0.19,1,0,30,
0.28,0.21,1,0,30,
0.28,0.23,1,0,30,
0.28,0.25,1,0,30,
0.28,0.27,1,0,30,
0.28,0.29,1,0,30,
0.28,0.31,1,0,30,
0.28,0.33,1,0,30,
0.28,0.35,1,0,30,
0.28,0.37,1,0,30,
0.28,0.39,1,5,30,
0.28,0.41,1,10,30,
0.28,0.43,0,,,no_ik_solution
0.28,0.45,0,,,no_ik_solution
0.28,0.47,0,,,no_ik_solution
0.28,0.49,0,,,no_ik_solution
0.28,0.51,0,,,no_ik_solution
0.28,0.53,0,,,no_ik_solution
0.28,0.55,0,,,no_ik_solution
0.3,-0.05,1,0,-60,
0.3,-0.03,1,0,-60,
0.3,-0.01,1,0,-60,
0.3,0.01,1,0,60,
0.3,0.03,1,0,60,
0.3,0.05,1,0,60,
0.3,0.07,1,0,60,
0.3,0.09,1,0,60,
0.3,0.11,1,0,60,
0.3,0.13,1,0,60,
0.3,0.15,1,0,60,
0.3,0.17,1,0,60,
0.3,0.19,1,0,30,
0.3,0.21,1,0,30,
0.3,0.23,1,0,30,
0.3,0.25,1,0,30,
0.3,0.27,1,0,30,
0.3,0.29,1,0,30,
0.3,0.31,1,0,30,
0.3,0.33,1,0,30,
0.3,0.35,1,0,30,
0.3,0.37,1,5,30,
0.3,0.39,1,10,30,
0.3,0.41,1,10,30,
0.3,0.43,0,,,no_ik_solution
0.3,0.45,0,,,no_ik_solution
0.3,0.47,0,,,no_ik_solution
0.3,0.49,0,,,no_ik_solution
0.3,0.51,0,,,no_ik_solution
0.3,0.53,0,,,no_ik_solution
0.3,0.55,0,,,no_ik_solution
