x,z,reachable,best_pitch_deg,best_yaw_deg,reason
0.16,0.85,0,,,no_ik_solution
0.16,0.87,0,,,no_ik_solution
0.16,0.89,0,,,no_ik_solution
0.16,0.91,0,,,no_ik_solution
0.16,0.93,0,,,no_ik_solution
0.16,0.95,0,,,no_ik_solution
0.18,0.05,0,,,no_ik_solution
0.18,0.07,0,,,no_ik_solution
0.18,0.09,1,-5,90,
0.18,0.11,1,0,60,
0.18,0.13,1,0,0,
0.18,0.15,1,0,0,
0.18,0.17,1,0,0,
0.18,0.19,1,0,0,
0.18,0.21,1,0,0,
0.18,0.23,1,0,0,
0.18,0.25,1,0,0,
0.18,0.27,1,0,0,
0.18,0.29,1,0,0,
0.18,0.31,1,0,0,
0.18,0.33,1,0,0,
0.18,0.35,1,0,0,
0.18,0.37,1,0,0,
0.18,0.39,1,0,0,
0.18,0.41,1,0,0,
0.18,0.43,1,0,0,
0.18,0.45,1,0,0,
0.18,0.47,1,0,0,
0.18,0.49,1,0,60,
0.18,0.51,1,0,60,
0.18,0.53,1,0,30,
0.18,0.55,1,0,30,
0.18,0.57,1,5,30,
0.18,0.59,0,,,no_ik_solution
0.18,0.61,0,,,no_ik_solution
0.18,0.63,0,,,no_ik_solution
0.18,0.65,0,,,no_ik_solution
0.18,0.67,0,,,no_ik_solution
0.18,0.69,0,,,no_ik_solution
0.18,0.71,0,,,no_ik_solution
0.18,0.73,0,,,no_ik_solution
0.18,0.75,0,,,no_ik_solution
0.18,0.77,0,,,no_ik_solution
0.18,0.79,0,,,no_ik_solution
0.18,0.81,0,,,no_ik_solution
0.18,0.83,0,,,no_ik_solution
0.18,0.85,0,,,no_ik_solution
0.18,0.87,0,,,no_ik_solution
0.18,0.89,0,,,no_ik_solution
0.18,0.91,0,,,no_ik_solution
0.18,0.93,0,,,no_ik_solution
0.18,0.95,0,,,no_ik_solution
0.2,0.05,0,,,no_ik_solution
0.2,0.07,0,,,no_ik_solution
0.2,0.09,1,0,90,
0.2,0.11,1,0,60,
0.2,0.13,1,0,0,
0.2,0.15,1,0,0,
0.2,0.17,1,0,0,
0.2,0.19,1,0,0,
0.2,0.21,1,0,0,
0.2,0.23,1,0,0,
0.2,0.25,1,0,0,
0.2,0.27,1,0,0,
0.2,0.29,1,0,0,
0.2,0.31,1,0,0,
0.2,0.33,1,0,0,
0.2,0.35,1,0,0,
0.2,0.37,1,0,0,
0.2,0.39,1,0,0,
0.2,0.41,1,0,0,
0.2,0.43,1,0,0,
0.2,0.45,1,0,0,
0.2,0.47,1,0,0,
0.2,0.49,1,0,60,
0.2,0.51,1,0,60,
0.2,0.53,1,0,0,
0.2,0.55,1,0,0,
0.2,0.57,1,10,0,
0.2,0.59,0,,,no_ik_solution
0.2,0.61,0,,,no_ik_solution
0.2,0.63,0,,,no_ik_solution
0.2,0.65,0,,,no_ik_solution
0.2,0.67,0,,,no_ik_solution
0.2,0.69,0,,,no_ik_solution
0.2,0.71,0,,,no_ik_solution
0.2,0.73,0,,,no_ik_solution
0.2,0.75,0,,,no_ik_solution
0.2,0.77,0,,,no_ik_solution
0.2,0.79,0,,,no_ik_solution
0.2,0.81,0,,,no_ik_solution
0.2,0.83,0,,,no_ik_solution
0.2,0.85,0,,,no_ik_solution
0.2,0.87,0,,,no_ik_solution
0.2,0.89,0,,,no_ik_solution
0.2,0.91,0,,,no_ik_solution
0.2,0.93,0,,,no_ik_solution
0.2,0.95,0,,,no_ik_solution
0.22,0.05,0,,,no_ik_solution
0.22,0.07,0,,,no_ik_solution
0.22,0.09,1,0,90,
0.22,0.11,1,0,60,
0.22,0.13,1,0,0,
0.22,0.15,1,0,0,
0.22,0.17,1,0,0,
0.22,0.19,1,0,0,
0.22,0.21,1,0,0,
0.22,0.23,1,0,0,
0.22,0.25,1,0,0,
0.22,0.27,1,0,0,
0.22,0.29,1,0,0,
0.22,0.31,1,0,0,
0.22,0.33,1,0,0,
0.22,0.35,1,0,0,
0.22,0.37,1,0,0,
0.22,0.39,1,0,0,
0.22,0.41,1,0,0,
0.22,0.43,1,0,0,
0.22,0.45,1,0,0,
0.22,0.47,1,0,0,
0.22,0.49,1,0,60,
0.22,0.51,1,0,0,
0.22,0.53,1,0,0,
0.22,0.55,1,5,0,
0.22,0.57,0,,,no_ik_solution
0.22,0.59,0,,,no_ik_solution
0.22,0.61,0,,,no_ik_solution
0.22,0.63,0,,,no_ik_solution
0.22,0.65,0,,,no_ik_solution
0.22,0.67,0,,,no_ik_solution
0.22,0.69,0,,,no_ik_solution
0.22,0.71,0,,,no_ik_solution
0.22,0.73,0,,,no_ik_solution
0.22,0.75,0,,,no_ik_solution
0.22,0.77,0,,,no_ik_solution
0.22,0.79,0,,,no_ik_solution
0.22,0.81,0,,,no_ik_solution
0.22,0.83,0,,,no_ik_solution
0.22,0.85,0,,,no_ik_solution
0.22,0.87,0,,,no_ik_solution
0.22,0.89,0,,,no_ik_solution
0.22,0.91,0,,,no_ik_solution
0.22,0.93,0,,,no_ik_solution
0.22,0.95,0,,,no_ik_solution
0.24,0.05,0,,,no_ik_solution
0.24,0.07,0,,,no_ik_solution
0.24,0.09,1,0,90,
0.24,0.11,1,0,60,
0.24,0.13,1,0,0,
0.24,0.15,1,0,0,
0.24,0.17,1,0,0,
0.24,0.19,1,0,0,
0.24,0.21,1,0,0,
0.24,0.23,1,0,0,
0.24,0.25,1,0,0,
0.24,0.27,1,0,0,
0.24,0.29,1,0,0,
0.24,0.31,1,0,0,
0.24,0.33,1,0,0,
0.24,0.35,1,0,0,
0.24,0.37,1,0,0,
0.24,0.39,1,0,0,
0.24,0.41,1,0,0,
0.24,0.43,1,0,0,
0.24,0.45,1,0,0,
0.24,0.47,1,0,60,
0.24,0.49,1,0,0,
0.24,0.51,1,0,0,
0.24,0.53,1,0,0,
0.24,0.55,0,,,no_ik_solution
0.24,0.57,0,,,no_ik_solution
0.24,0.59,0,,,no_ik_solution
0.24,0.61,0,,,no_ik_solution
0.24,0.63,0,,,no_ik_solution
0.24,0.65,0,,,no_ik_solution
0.24,0.67,0,,,no_ik_solution
0.24,0.69,0,,,no_ik_solution
0.24,0.71,0,,,no_ik_solution
0.24,0.73,0,,,no_ik_solution
0.24,0.75,0,,,no_ik_solution
0.24,0.77,0,,,no_ik_solution
0.24,0.79,0,,,no_ik_solution
0.24,0.81,0,,,no_ik_solution
0.24,0.83,0,,,no_ik_solution
0.24,0.85,0,,,no_ik_solution
0.24,0.87,0,,,no_ik_solution
0.24,0.89,0,,,no_ik_solution
0.24,0.91,0,,,no_ik_solution
0.24,0.93,0,,,no_ik_solution
0.24,0.95,0,,,no_ik_solution
0.26,0.05,0,,,no_ik_solution
0.26,0.07,0,,,no_ik_solution
0.26,0.09,1,0,90,
0.26,0.11,1,0,60,
0.26,0.13,1,0,0,
0.26,0.15,1,0,0,
0.26,0.17,1,0,0,
0.26,0.19,1,0,0,
0.26,0.21,1,0,0,
0.26,0.23,1,0,0,
0.26,0.25,1,0,0,
0.26,0.27,1,0,0,
0.26,0.29,1,0,0,
0.26,0.31,1,0,0,
0.26,0.33,1,0,0,
0.26,0.35,1,0,0,
0.26,0.37,1,0,0,
0.26,0.39,1,0,0,
0.26,0.41,1,0,0,
0.26,0.43,1,0,0,
0.26,0.45,1,0,0,
0.26,0.47,1,0,0,
0.26,0.49,1,0,0,
0.26,0.51,1,0,0,
0.26,0.53,1,10,0,
0.26,0.55,0,,,no_ik_solution
0.26,0.57,0,,,no_ik_solution
0.26,0.59,0,,,no_ik_solution
0.26,0.61,0,,,no_ik_solution
0.26,0.63,0,,,no_ik_solution
0.26,0.65,0,,,no_ik_solution
0.26,0.67,0,,,no_ik_solution
0.26,0.69,0,,,no_ik_solution
0.26,0.71,0,,,no_ik_solution
0.26,0.73,0,,,no_ik_solution
0.26,0.75,0,,,no_ik_solution
0.26,0.77,0,,,no_ik_solution
0.26,0.79,0,,,no_ik_solution
0.26,0.81,0,,,no_ik_solution
0.26,0.83,0,,,no_ik_solution
0.26,0.85,0,,,no_ik_solution
0.26,0.87,0,,,no_ik_solution
0.26,0.89,0,,,no_ik_solution
0.26,0.91,0,,,no_ik_solution
0.26,0.93,0,,,no_ik_solution
0.26,0.95,0,,,no_ik_solution
0.28,0.05,0,,,no_ik_solution
0.28,0.07,0,,,no_ik_solution
0.28,0.09,1,0,90,
0.28,0.11,1,0,60,
0.28,0.13,1,0,0,
0.28,0.15,1,0,0,
0.28,0.17,1,0,0,
0.28,0.19,1,0,0,
0.28,0.21,1,0,0,
0.28,0.23,1,0,0,
0.28,0.25,1,0,0,
0.28,0.27,1,0,0,
0.28,0.29,1,0,0,
0.28,0.31,1,0,0,
0.28,0.33,1,0,0,
0.28,0.35,1,0,0,
0.28,0.37,1,0,0,
0.28,0.39,1,0,0,
0.28,0.41,1,0,0,
0.28,0.43,1,0,0,
0.28,0.45,1,0,0,
0.28,0.47,1,0,0,
0.28,0.49,1,0,0,
0.28,0.51,1,5,0,
0.28,0.53,0,,,no_ik_solution
0.28,0.55,0,,,no_ik_solution
0.28,0.57,0,,,no_ik_solution
0.28,0.59,0,,,no_ik_solution
0.28,0.61,0,,,no_ik_solution
0.28,0.63,0,,,no_ik_solution
0.28,0.65,0,,,no_ik_solution
0.28,0.67,0,,,no_ik_solution
0.28,0.69,0,,,no_ik_solution
0.28,0.71,0,,,no_ik_solution
0.28,0.73,0,,,no_ik_solution
0.28,0.75,0,,,no_ik_solution
0.28,0.77,0,,,no_ik_solution
0.28,0.79,0,,,no_ik_solution
0.28,0.81,0,,,no_ik_solution
0.28,0.83,0,,,no_ik_solution
0.28,0.85,0,,,no_ik_solution
0.28,0.87,0,,,no_ik_solution
0.28,0.89,0,,,no_ik_solution
0.28,0.91,0,,,no_ik_solution
0.28,0.93,0,,,no_ik_solution
0.28,0.95,0,,,no_ik_solution
0.3,0.05,0,,,no_ik_solution
0.3,0.07,0,,,no_ik_solution
0.3,0.09,1,0,90,
0.3,0.11,1,0,60,
0.3,0.13,1,0,0,
0.3,0.15,1,0,0,
0.3,0.17,1,0,0,
0.3,0.19,1,0,0,
0.3,0.21,1,0,0,
0.3,0.23,1,0,0,
0.3,0.25,1,0,0,
0.3,0.27,1,0,0,
0.3,0.29,1,0,0,
0.3,0.31,1,0,0,
0.3,0.33,1,0,0,
0.3,0.35,1,0,0,
0.3,0.37,1,0,0,
0.3,0.39,1,0,0,
0.3,0.41,1,0,0,
0.3,0.43,1,0,0,
0.3,0.45,1,0,0,
0.3,0.47,1,0,0,
0.3,0.49,1,5,0,
0.3,0.51,0,,,no_ik_solution
0.3,0.53,0,,,no_ik_solution
0.3,0.55,0,,,no_ik_solution
0.3,0.57,0,,,no_ik_solution
0.3,0.59,0,,,no_ik_solution
0.3,0.61,0,,,no_ik_solution
0.3,0.63,0,,,no_ik_solution
0.3,0.65,0,,,no_ik_solution
0.3,0.67,0,,,no_ik_solution
0.3,0.69,0,,,no_ik_solution
0.3,0.71,0,,,no_ik_solution
0.3,0.73,0,,,no_ik_solution
0.3,0.75,0,,,no_ik_solution
0.3,0.77,0,,,no_ik_solution
0.3,0.79,0,,,no_ik_solution
0.3,0.81,0,,,no_ik_solution
0.3,0.83,0,,,no_ik_solution
0.3,0.85,0,,,no_ik_solution
0.3,0.87,0,,,no_ik_solution
0.3,0.89,0,,,no_ik_solution
0.3,0.91,0,,,no_ik_solution
0.3,0.93,0,,,no_ik_solution
0.3,0.95,0,,,no_ik_solution
