t,mode,x,y,z,force_n,target_n,v_norm_cmd_mps,v_lat_mps,obstacle_active
10.33,force,-0.25955,0.55401,0.26747,5.962,6.0,0.0001,0.15,0
10.34,force,-0.25978,0.55401,0.26598,5.96,6.0,0.0001,0.15,0
10.35,force,-0.26,0.55402,0.2645,5.966,6.0,0.0001,0.15,0
10.36,force,-0.26,0.55401,0.263,6.037,6.0,-0.0001,0.15,0
10.37,force,-0.26,0.55401,0.2615,6.084,6.0,-0.0002,0.15,0
10.38,force,-0.26,0.55401,0.26,5.997,6.0,0.0,0.15,0
10.39,force,-0.26,0.55402,0.2585,5.894,6.0,0.0003,0.15,0
10.4,force,-0.26,0.55402,0.257,5.939,6.0,0.0002,0.15,0
10.41,force,-0.26,0.55402,0.2555,5.985,6.0,0.0001,0.15,0
10.42,force,-0.26,0.55402,0.254,6.0,6.0,0.0,0.15,0
10.43,force,-0.26,0.55402,0.2525,6.007,6.0,0.0,0.15,0
10.44,force,-0.26,0.55402,0.251,6.03,6.0,-0.0,0.15,0
10.45,force,-0.26,0.55402,0.2495,6.012,6.0,-0.0,0.15,0
10.46,force,-0.26,0.55402,0.248,6.08,6.0,-0.0002,0.15,0
10.47,force,-0.26,0.55402,0.2465,5.991,6.0,0.0,0.15,0
10.48,force,-0.26,0.55402,0.245,5.982,6.0,0.0001,0.15,0
10.49,force,-0.26,0.55402,0.2435,6.05,6.0,-0.0001,0.15,0
10.5,force,-0.26,0.55402,0.242,5.948,6.0,0.0002,0.15,0
10.51,force,-0.26,0.55402,0.2405,6.047,6.0,-0.0001,0.15,0
10.52,force,-0.26,0.55402,0.239,6.031,6.0,-0.0001,0.15,0
10.53,force,-0.26,0.55402,0.2375,6.018,6.0,-0.0,0.15,0
10.54,force,-0.26,0.55401,0.236,6.104,6.0,-0.0002,0.15,0
10.55,force,-0.26,0.55401,0.2345,5.99,6.0,0.0,0.15,0
10.56,force,-0.26,0.55401,0.233,6.125,6.0,-0.0003,0.15,0
10.57,force,-0.26,0.55401,0.2315,6.007,6.0,0.0,0.15,0
10.58,force,-0.26,0.55401,0.23,5.954,6.0,0.0001,0.15,0
10.59,force,-0.26,0.55401,0.2285,6.024,6.0,-0.0,0.15,0
10.6,force,-0.26,0.55401,0.227,5.966,6.0,0.0001,0.15,0
10.61,force,-0.26,0.55401,0.2255,5.984,6.0,0.0001,0.15,0
10.62,force,-0.26,0.55401,0.224,6.042,6.0,-0.0001,0.15,0
10.63,force,-0.26,0.55401,0.2225,6.049,6.0,-0.0001,0.15,0
10.64,force,-0.26,0.55401,0.221,5.988,6.0,0.0001,0.15,0
10.65,force,-0.26,0.55401,0.2195,6.07,6.0,-0.0002,0.15,0
10.66,force,-0.26,0.55401,0.218,6.076,6.0,-0.0002,0.15,0
10.67,force,-0.26,0.55401,0.2165,6.087,6.0,-0.0002,0.15,0
10.68,force,-0.26,0.55401,0.215,6.039,6.0,-0.0001,0.15,0
10.69,force,-0.26,0.55401,0.2135,6.08,6.0,-0.0002,0.15,0
10.7,force,-0.26,0.55401,0.212,5.915,6.0,0.0002,0.15,0
10.71,force,-0.26,0.55401,0.2105,5.996,6.0,0.0,0.15,0
10.72,force,-0.26,0.55401,0.209,5.969,6.0,0.0001,0.15,0
10.73,force,-0.26,0.55401,0.2075,6.02,6.0,-0.0,0.15,0
10.74,force,-0.26,0.55401,0.206,5.985,6.0,0.0001,0.15,0
10.75,force,-0.26,0.55401,0.2045,6.006,6.0,0.0,0.15,0
10.76,force,-0.26,0.55401,0.203,6.109,6.0,-0.0003,0.15,0
10.77,force,-0.26,0.55401,0.2015,6.002,6.0,0.0,0.15,0
10.78,force,-0.26,0.55401,0.2,6.032,6.0,-0.0001,0.15,0
10.79,force,-0.26,0.55401,0.1985,5.999,6.0,0.0,0.15,0
10.8,force,-0.26,0.55401,0.197,6.014,6.0,-0.0,0.15,0
10.81,force,-0.26,0.55401,0.1955,6.011,6.0,-0.0,0.15,0
10.82,force,-0.26,0.55401,0.194,6.033,6.0,-0.0001,0.15,0
10.83,force,-0.26,0.554,0.1925,6.068,6.0,-0.0002,0.15,0
10.84,force,-0.26,0.554,0.191,6.09,6.0,-0.0002,0.15,0
10.85,force,-0.26,0.554,0.1895,6.02,6.0,-0.0,0.15,0
10.86,force,-0.26,0.554,0.188,6.033,6.0,-0.0001,0.15,0
10.87,force,-0.26,0.554,0.1865,5.945,6.0,0.0002,0.15,0
10.88,force,-0.26,0.554,0.185,6.001,6.0,0.0,0.15,0
10.89,force,-0.26,0.554,0.1835,6.052,6.0,-0.0001,0.15,0
10.9,force,-0.26,0.554,0.182,6.047,6.0,-0.0001,0.15,0
10.91,force,-0.26,0.554,0.1805,6.013,6.0,-0.0,0.15,0
10.92,force,-0.26,0.554,0.179,6.046,6.0,-0.0001,0.15,0
10.93,force,-0.25983,0.554,0.18049,6.025,6.0,-0.0,0.15,0
10.94,force,-0.25966,0.554,0.18198,6.06,6.0,-0.0001,0.15,0
10.95,force,-0.25948,0.554,0.18347,6.012,6.0,-0.0,0.15,0
10.96,force,-0.25931,0.554,0.18496,5.98,6.0,0.0001,0.15,0
10.97,force,-0.25914,0.554,0.18645,6.015,6.0,-0.0,0.15,0
10.98,force,-0.25897,0.554,0.18794,5.852,6.0,0.0004,0.15,0
10.99,force,-0.2588,0.554,0.18943,6.023,6.0,-0.0,0.15,0
11.0,force,-0.25862,0.55401,0.19092,5.821,6.0,0.0005,0.15,0
11.01,force,-0.25845,0.55401,0.19241,5.924,6.0,0.0002,0.15,0
11.02,force,-0.25828,0.55401,0.1939,6.036,6.0,-0.0001,0.15,0
11.03,force,-0.25811,0.55401,0.19539,6.036,6.0,-0.0001,0.15,0
11.04,force,-0.25794,0.55401,0.19688,5.953,6.0,0.0001,0.15,0
11.05,force,-0.25776,0.55401,0.19837,5.978,6.0,0.0001,0.15,0
11.06,force,-0.25759,0.55401,0.19986,6.083,6.0,-0.0002,0.15,0
11.07,force,-0.25709,0.55401,0.20127,5.987,6.0,0.0001,0.15,0
11.08,force,-0.25658,0.55401,0.20269,6.125,6.0,-0.0003,0.15,0
11.09,force,-0.25608,0.55401,0.2041,6.008,6.0,-0.0,0.15,0
11.1,force,-0.25557,0.554,0.20551,6.028,6.0,-0.0001,0.15,0
11.11,force,-0.25507,0.554,0.20692,6.088,6.0,-0.0002,0.15,0
11.12,force,-0.25456,0.554,0.20834,6.011,6.0,-0.0,0.15,0
11.13,force,-0.25406,0.554,0.20975,5.954,6.0,0.0001,0.15,0
11.14,force,-0.25355,0.554,0.21116,6.0,6.0,0.0,0.15,0
11.15,force,-0.25305,0.554,0.21257,6.004,6.0,0.0,0.15,0
11.16,force,-0.25254,0.55401,0.21399,5.938,6.0,0.0002,0.15,0
11.17,force,-0.25204,0.55401,0.2154,5.996,6.0,0.0,0.15,0
11.18,force,-0.25153,0.55401,0.21681,5.972,6.0,0.0001,0.15,0
11.19,force,-0.25103,0.55401,0.21822,6.057,6.0,-0.0001,0.15,0
11.2,force,-0.25052,0.55401,0.21963,6.01,6.0,-0.0,0.15,0
11.21,force,-0.25001,0.55401,0.22105,5.994,6.0,0.0,0.15,0
11.22,force,-0.24921,0.55401,0.22231,6.004,6.0,0.0,0.15,0
11.23,force,-0.24841,0.55401,0.22358,6.02,6.0,-0.0,0.15,0
11.24,force,-0.2476,0.554,0.22485,6.039,6.0,-0.0001,0.15,0
11.25,force,-0.2468,0.55401,0.22611,5.957,6.0,0.0001,0.15,0
11.26,force,-0.24599,0.55401,0.22738,5.957,6.0,0.0001,0.15,0
11.27,force,-0.24519,0.55401,0.22864,6.066,6.0,-0.0001,0.15,0
11.28,force,-0.24439,0.55401,0.22991,5.988,6.0,0.0,0.15,0
11.29,force,-0.24358,0.55401,0.23118,5.939,6.0,0.0002,0.15,0
11.3,force,-0.24278,0.55401,0.23244,6.034,6.0,-0.0001,0.15,0
11.31,force,-0.24197,0.55401,0.23371,6.034,6.0,-0.0001,0.15,0
11.32,force,-0.24117,0.55401,0.23498,5.933,6.0,0.0002,0.15,0
11.33,force,-0.24037,0.55401,0.23624,6.024,6.0,-0.0,0.15,0
11.34,force,-0.23956,0.55401,0.23751,6.049,6.0,-0.0001,0.15,0
11.35,force,-0.23876,0.55401,0.23878,6.029,6.0,-0.0001,0.15,0
11.36,force,-0.23795,0.55401,0.24004,6.041,6.0,-0.0001,0.15,0
11.37,force,-0.2369,0.55401,0.24111,5.938,6.0,0.0002,0.15,0
11.38,force,-0.23584,0.55401,0.24217,6.027,6.0,-0.0001,0.15,0
11.39,force,-0.23479,0.55401,0.24324,5.995,6.0,0.0,0.15,0
11.4,force,-0.23373,0.55401,0.2443,5.986,6.0,0.0001,0.15,0
11.41,force,-0.23267,0.55401,0.24537,6.055,6.0,-0.0001,0.15,0
11.42,force,-0.23162,0.554,0.24643,6.083,6.0,-0.0002,0.15,0
11.43,force,-0.23056,0.554,0.2475,6.096,6.0,-0.0002,0.15,0
11.44,force,-0.22951,0.554,0.24856,6.069,6.0,-0.0002,0.15,0
11.45,force,-0.22845,0.554,0.24963,5.995,6.0,0.0,0.15,0
11.46,force,-0.22739,0.554,0.2507,6.019,6.0,-0.0,0.15,0
11.47,force,-0.22634,0.554,0.25176,6.039,6.0,-0.0001,0.15,0
11.48,force,-0.22528,0.554,0.25283,6.005,6.0,-0.0,0.15,0
11.49,force,-0.22423,0.554,0.25389,6.006,6.0,-0.0,0.15,0
11.5,force,-0.22317,0.554,0.25496,6.041,6.0,-0.0001,0.15,0
11.51,force,-0.22212,0.554,0.25602,5.995,6.0,0.0,0.15,0
11.52,force,-0.22086,0.554,0.25685,5.962,6.0,0.0001,0.15,0
11.53,force,-0.21961,0.554,0.25768,5.979,6.0,0.0001,0.15,0
11.54,force,-0.21836,0.554,0.2585,6.033,6.0,-0.0001,0.15,0
11.55,force,-0.21711,0.554,0.25933,6.0,6.0,0.0,0.15,0
11.56,force,-0.21586,0.554,0.26016,6.017,6.0,-0.0,0.15,0
11.57,force,-0.21461,0.554,0.26098,6.033,6.0,-0.0001,0.15,0
11.58,force,-0.21336,0.554,0.26181,5.98,6.0,0.0001,0.15,0
11.59,force,-0.2121,0.554,0.26264,6.037,6.0,-0.0001,0.15,0
11.6,force,-0.21085,0.554,0.26347,6.017,6.0,-0.0,0.15,0
11.61,force,-0.2096,0.554,0.26429,5.936,6.0,0.0002,0.15,0
11.62,force,-0.20835,0.554,0.26512,6.073,6.0,-0.0002,0.15,0
11.63,force,-0.2071,0.554,0.26595,5.973,6.0,0.0001,0.15,0
11.64,force,-0.20585,0.554,0.26677,5.916,6.0,0.0002,0.15,0
11.65,force,-0.20459,0.554,0.2676,5.95,6.0,0.0001,0.15,0
11.66,force,-0.20334,0.554,0.26843,5.953,6.0,0.0001,0.15,0
11.67,force,-0.20195,0.554,0.26899,6.009,6.0,-0.0,0.15,0
11.68,force,-0.20056,0.554,0.26955,5.993,6.0,0.0,0.15,0
11.69,force,-0.19917,0.554,0.27012,5.99,6.0,0.0,0.15,0
11.7,force,-0.19778,0.554,0.27068,6.038,6.0,-0.0001,0.15,0
11.71,force,-0.19639,0.554,0.27124,6.023,6.0,-0.0,0.15,0
11.72,force,-0.195,0.554,0.27181,6.021,6.0,-0.0,0.15,0
11.73,force,-0.19361,0.554,0.27237,6.025,6.0,-0.0001,0.15,0
11.74,force,-0.19222,0.554,0.27293,6.035,6.0,-0.0001,0.15,0
11.75,force,-0.19083,0.554,0.2735,5.898,6.0,0.0003,0.15,0
11.76,force,-0.18944,0.55401,0.27406,5.989,6.0,0.0,0.15,0
11.77,force,-0.18805,0.55401,0.27462,5.899,6.0,0.0003,0.15,0
11.78,force,-0.18666,0.55401,0.27518,6.013,6.0,-0.0,0.15,0
11.79,force,-0.18527,0.55401,0.27575,6.011,6.0,-0.0,0.15,0
11.8,force,-0.18388,0.55401,0.27631,6.063,6.0,-0.0001,0.15,0
11.81,force,-0.18249,0.554,0.27687,6.068,6.0,-0.0002,0.15,0
11.82,force,-0.1811,0.554,0.27744,6.017,6.0,-0.0,0.15,0
11.83,force,-0.17963,0.554,0.27772,5.981,6.0,0.0001,0.15,0
11.84,force,-0.17815,0.554,0.27801,6.031,6.0,-0.0001,0.15,0
11.85,force,-0.17668,0.554,0.27829,5.98,6.0,0.0001,0.15,0
11.86,force,-0.17521,0.554,0.27857,6.007,6.0,-0.0,0.15,0
11.87,force,-0.17373,0.554,0.27886,6.056,6.0,-0.0001,0.15,0
11.88,force,-0.17226,0.554,0.27914,5.977,6.0,0.0001,0.15,0
11.89,force,-0.17079,0.554,0.27943,6.046,6.0,-0.0001,0.15,0
11.9,force,-0.16932,0.554,0.27971,6.038,6.0,-0.0001,0.15,0
11.91,force,-0.16784,0.554,0.27999,5.955,6.0,0.0001,0.15,0
11.92,force,-0.16637,0.554,0.28028,6.054,6.0,-0.0001,0.15,0
11.93,force,-0.1649,0.554,0.28056,6.038,6.0,-0.0001,0.15,0
11.94,force,-0.16342,0.554,0.28085,6.007,6.0,-0.0,0.15,0
11.95,force,-0.16195,0.554,0.28113,5.964,6.0,0.0001,0.15,0
11.96,force,-0.16048,0.554,0.28142,5.96,6.0,0.0001,0.15,0
11.97,force,-0.15901,0.554,0.2817,5.978,6.0,0.0001,0.15,0
11.98,force,-0.15753,0.554,0.28198,6.033,6.0,-0.0001,0.15,0
11.99,force,-0.15603,0.554,0.28198,5.957,6.0,0.0001,0.15,0
12.0,force,-0.15453,0.554,0.28198,6.029,6.0,-0.0001,0.15,0
12.01,force,-0.15303,0.55401,0.28198,5.944,6.0,0.0002,0.15,0
12.02,force,-0.15153,0.55401,0.28198,5.998,6.0,0.0,0.15,0
12.03,force,-0.15003,0.55401,0.28198,6.014,6.0,-0.0,0.15,0
12.04,force,-0.14853,0.554,0.28198,6.13,6.0,-0.0003,0.15,0
12.05,force,-0.14703,0.554,0.28198,5.934,6.0,0.0002,0.15,0
12.06,force,-0.14553,0.554,0.28198,6.08,6.0,-0.0002,0.15,0
12.07,force,-0.14403,0.554,0.28198,6.011,6.0,-0.0,0.15,0
12.08,force,-0.14253,0.554,0.28198,6.023,6.0,-0.0,0.15,0
12.09,force,-0.14103,0.554,0.28198,6.008,6.0,-0.0,0.15,0
12.1,force,-0.13953,0.554,0.28198,6.024,6.0,-0.0001,0.15,0
12.11,force,-0.13803,0.554,0.28198,5.994,6.0,0.0,0.15,0
12.12,force,-0.13653,0.554,0.28198,6.074,6.0,-0.0002,0.15,0
12.13,force,-0.13503,0.554,0.28198,5.976,6.0,0.0001,0.15,0
12.14,force,-0.13353,0.554,0.28198,6.057,6.0,-0.0001,0.15,0
12.15,force,-0.13206,0.554,0.2817,5.966,6.0,0.0001,0.15,0
12.16,force,-0.13059,0.554,0.28142,5.996,6.0,0.0,0.15,0
12.17,force,-0.12912,0.554,0.28113,5.946,6.0,0.0001,0.15,0
12.18,force,-0.12764,0.554,0.28085,6.025,6.0,-0.0001,0.15,0
12.19,force,-0.12617,0.554,0.28056,6.073,6.0,-0.0002,0.15,0
12.2,force,-0.1247,0.554,0.28028,5.995,6.0,0.0,0.15,0
12.21,force,-0.12322,0.554,0.27999,5.989,6.0,0.0,0.15,0
12.22,force,-0.12175,0.554,0.27971,5.944,6.0,0.0002,0.15,0
12.23,force,-0.12028,0.554,0.27943,5.99,6.0,0.0,0.15,0
12.24,force,-0.11881,0.554,0.27914,5.923,6.0,0.0002,0.15,0
12.25,force,-0.11733,0.554,0.27886,5.96,6.0,0.0001,0.15,0
12.26,force,-0.11586,0.554,0.27857,6.018,6.0,-0.0,0.15,0
12.27,force,-0.11439,0.554,0.27829,6.072,6.0,-0.0002,0.15,0
12.28,force,-0.11291,0.554,0.27801,6.144,6.0,-0.0004,0.15,0
12.29,force,-0.11144,0.554,0.27772,5.969,6.0,0.0001,0.15,0
12.3,force,-0.10997,0.554,0.27744,6.072,6.0,-0.0002,0.15,0
12.31,force,-0.10858,0.554,0.27687,6.009,6.0,-0.0,0.15,0
12.32,force,-0.10719,0.554,0.27631,5.989,6.0,0.0,0.15,0
12.33,force,-0.1058,0.554,0.27575,6.019,6.0,-0.0,0.15,0
12.34,force,-0.10441,0.554,0.27518,6.0,6.0,0.0,0.15,0
12.35,force,-0.10302,0.554,0.27462,6.003,6.0,0.0,0.15,0
12.36,force,-0.10163,0.554,0.27406,5.977,6.0,0.0001,0.15,0
12.37,force,-0.10024,0.554,0.2735,5.928,6.0,0.0002,0.15,0
12.38,force,-0.09885,0.554,0.27293,5.924,6.0,0.0002,0.15,0
12.39,force,-0.09746,0.554,0.27237,6.037,6.0,-0.0001,0.15,0
12.4,force,-0.09607,0.554,0.27181,5.989,6.0,0.0,0.15,0
12.41,force,-0.09468,0.554,0.27124,5.973,6.0,0.0001,0.15,0
12.42,force,-0.09329,0.554,0.27068,6.005,6.0,-0.0,0.15,0
12.43,force,-0.09189,0.554,0.27012,6.044,6.0,-0.0001,0.15,0
12.44,force,-0.0905,0.554,0.26955,6.012,6.0,-0.0,0.15,0
12.45,force,-0.08911,0.554,0.26899,5.97,6.0,0.0001,0.15,0
12.46,force,-0.08772,0.554,0.26843,6.065,6.0,-0.0002,0.15,0
12.47,force,-0.08647,0.554,0.2676,6.08,6.0,-0.0002,0.15,0
12.48,force,-0.08522,0.554,0.26677,6.023,6.0,-0.0001,0.15,0
12.49,force,-0.08397,0.554,0.26595,6.047,6.0,-0.0001,0.15,0
12.5,force,-0.08272,0.554,0.26512,6.058,6.0,-0.0001,0.15,0
12.51,force,-0.08147,0.55399,0.26429,6.051,6.0,-0.0001,0.15,0
12.52,force,-0.08022,0.55399,0.26347,6.023,6.0,-0.0001,0.15,0
12.53,force,-0.07896,0.55399,0.26264,6.021,6.0,-0.0,0.15,0
12.54,force,-0.07771,0.55399,0.26181,6.017,6.0,-0.0,0.15,0
12.55,force,-0.07646,0.554,0.26098,5.935,6.0,0.0002,0.15,0
12.56,force,-0.07521,0.55399,0.26016,6.028,6.0,-0.0001,0.15,0
12.57,force,-0.07396,0.554,0.25933,5.924,6.0,0.0002,0.15,0
12.58,force,-0.07271,0.554,0.2585,5.955,6.0,0.0001,0.15,0
12.59,force,-0.07145,0.554,0.25768,6.062,6.0,-0.0001,0.15,0
12.6,force,-0.0702,0.554,0.25685,6.036,6.0,-0.0001,0.15,0
12.61,force,-0.06895,0.55399,0.25602,6.067,6.0,-0.0002,0.15,0
12.62,force,-0.0679,0.55399,0.25496,5.977,6.0,0.0001,0.15,0
12.63,force,-0.06684,0.554,0.25389,5.934,6.0,0.0002,0.15,0
12.64,force,-0.06578,0.554,0.25283,5.982,6.0,0.0001,0.15,0
12.65,force,-0.06473,0.554,0.25176,6.0,6.0,0.0,0.15,0
12.66,force,-0.06367,0.554,0.2507,5.999,6.0,0.0,0.15,0
12.67,force,-0.06262,0.554,0.24963,6.052,6.0,-0.0001,0.15,0
12.68,force,-0.06156,0.554,0.24856,5.975,6.0,0.0001,0.15,0
12.69,force,-0.0605,0.554,0.2475,6.012,6.0,-0.0,0.15,0
12.7,force,-0.05945,0.554,0.24643,5.945,6.0,0.0001,0.15,0
12.71,force,-0.05839,0.554,0.24537,6.019,6.0,-0.0,0.15,0
12.72,force,-0.05734,0.554,0.2443,5.996,6.0,0.0,0.15,0
12.73,force,-0.05628,0.554,0.24324,5.958,6.0,0.0001,0.15,0
12.74,force,-0.05523,0.554,0.24217,5.986,6.0,0.0,0.15,0
12.75,force,-0.05417,0.554,0.24111,5.989,6.0,0.0,0.15,0
12.76,force,-0.05311,0.554,0.24004,5.985,6.0,0.0,0.15,0
12.77,force,-0.05231,0.554,0.23878,6.088,6.0,-0.0002,0.15,0
12.78,force,-0.05151,0.554,0.23751,5.991,6.0,0.0,0.15,0
12.79,force,-0.0507,0.554,0.23624,5.984,6.0,0.0,0.15,0
12.8,force,-0.0499,0.554,0.23498,5.892,6.0,0.0003,0.15,0
12.81,force,-0.04909,0.554,0.23371,5.957,6.0,0.0001,0.15,0
12.82,force,-0.04829,0.554,0.23244,5.99,6.0,0.0,0.15,0
12.83,force,-0.04749,0.554,0.23118,5.969,6.0,0.0001,0.15,0
12.84,force,-0.04668,0.554,0.22991,6.074,6.0,-0.0002,0.15,0
12.85,force,-0.04588,0.554,0.22864,5.994,6.0,0.0,0.15,0
12.86,force,-0.04507,0.554,0.22738,6.067,6.0,-0.0002,0.15,0
12.87,force,-0.04427,0.554,0.22611,6.003,6.0,-0.0,0.15,0
12.88,force,-0.04346,0.554,0.22485,6.002,6.0,0.0,0.15,0
12.89,force,-0.04266,0.554,0.22358,5.996,6.0,0.0,0.15,0
12.9,force,-0.04186,0.554,0.22231,6.001,6.0,0.0,0.15,0
12.91,force,-0.04105,0.554,0.22105,6.087,6.0,-0.0002,0.15,0
12.92,force,-0.04055,0.554,0.21963,5.881,6.0,0.0003,0.15,0
12.93,force,-0.04004,0.554,0.21822,5.902,6.0,0.0003,0.15,0
12.94,force,-0.03954,0.554,0.21681,5.979,6.0,0.0001,0.15,0
12.95,force,-0.03903,0.554,0.2154,6.007,6.0,-0.0,0.15,0
12.96,force,-0.03853,0.554,0.21399,6.041,6.0,-0.0001,0.15,0
12.97,force,-0.03802,0.554,0.21257,6.029,6.0,-0.0001,0.15,0
12.98,force,-0.03752,0.554,0.21116,5.985,6.0,0.0,0.15,0
12.99,force,-0.03701,0.554,0.20975,6.056,6.0,-0.0001,0.15,0
13.0,force,-0.03651,0.554,0.20834,6.054,6.0,-0.0001,0.15,0
13.01,force,-0.036,0.554,0.20692,6.01,6.0,-0.0,0.15,0
13.02,force,-0.0355,0.554,0.20551,6.049,6.0,-0.0001,0.15,0
13.03,force,-0.03499,0.554,0.2041,6.013,6.0,-0.0,0.15,0
13.04,force,-0.03449,0.554,0.20269,5.971,6.0,0.0001,0.15,0
13.05,force,-0.03398,0.554,0.20127,6.035,6.0,-0.0001,0.15,0
13.06,force,-0.03348,0.554,0.19986,6.004,6.0,-0.0,0.15,0
13.07,force,-0.0333,0.554,0.19837,5.999,6.0,0.0,0.15,0
13.08,force,-0.03313,0.554,0.19688,6.072,6.0,-0.0002,0.15,0
13.09,force,-0.03296,0.554,0.19539,5.874,6.0,0.0003,0.15,0
13.1,force,-0.03279,0.554,0.1939,5.93,6.0,0.0002,0.15,0
13.11,force,-0.03262,0.554,0.19241,5.944,6.0,0.0001,0.15,0
13.12,force,-0.03244,0.554,0.19092,5.988,6.0,0.0,0.15,0
13.13,force,-0.03227,0.554,0.18943,5.994,6.0,0.0,0.15,0
13.14,force,-0.0321,0.55401,0.18794,5.931,6.0,0.0002,0.15,0
13.15,force,-0.03193,0.55401,0.18645,5.96,6.0,0.0001,0.15,0
13.16,force,-0.03176,0.55401,0.18496,5.968,6.0,0.0001,0.15,0
13.17,force,-0.03158,0.55401,0.18347,6.135,6.0,-0.0003,0.15,0
13.18,force,-0.03141,0.554,0.18198,6.098,6.0,-0.0002,0.15,0
13.19,force,-0.03124,0.554,0.18049,5.983,6.0,0.0,0.15,0
13.2,force,-0.03107,0.554,0.179,5.987,6.0,0.0,0.15,0
13.21,force,-0.03177,0.554,0.17767,5.948,6.0,0.0001,0.15,0
13.22,force,-0.03247,0.55401,0.17635,5.912,6.0,0.0002,0.15,0
13.23,force,-0.03316,0.55401,0.17502,6.005,6.0,-0.0,0.15,0
13.24,force,-0.03386,0.55401,0.17369,5.961,6.0,0.0001,0.15,0
13.25,force,-0.03456,0.55401,0.17236,6.008,6.0,-0.0,0.15,0
13.26,force,-0.03526,0.55401,0.17104,5.932,6.0,0.0002,0.15,0
13.27,force,-0.03596,0.55401,0.16971,5.977,6.0,0.0001,0.15,0
13.28,force,-0.03666,0.55401,0.16838,6.023,6.0,-0.0,0.15,0
13.29,force,-0.03736,0.55401,0.16705,6.034,6.0,-0.0001,0.15,0
13.3,force,-0.03806,0.55401,0.16573,6.035,6.0,-0.0001,0.15,0
13.31,force,-0.03875,0.55401,0.1644,5.947,6.0,0.0001,0.15,0
13.32,force,-0.03945,0.55401,0.16307,6.058,6.0,-0.0001,0.15,0
13.33,force,-0.04015,0.55401,0.16175,5.973,6.0,0.0001,0.15,0
13.34,force,-0.04085,0.55401,0.16042,6.046,6.0,-0.0001,0.15,0
13.35,force,-0.04155,0.55401,0.15909,6.012,6.0,-0.0,0.15,0
13.36,force,-0.04225,0.55401,0.15776,5.943,6.0,0.0002,0.15,0
13.37,force,-0.04295,0.55401,0.15644,5.999,6.0,0.0,0.15,0
13.38,force,-0.04365,0.55401,0.15511,6.033,6.0,-0.0001,0.15,0
13.39,force,-0.04435,0.55401,0.15378,6.044,6.0,-0.0001,0.15,0
13.4,force,-0.04504,0.55401,0.15246,6.005,6.0,-0.0,0.15,0
13.41,force,-0.04574,0.55401,0.15113,6.089,6.0,-0.0002,0.15,0
13.42,force,-0.04644,0.554,0.1498,6.059,6.0,-0.0001,0.15,0
13.43,force,-0.04714,0.554,0.14847,5.994,6.0,0.0,0.15,0
13.44,force,-0.04784,0.554,0.14715,6.045,6.0,-0.0001,0.15,0
13.45,force,-0.04854,0.554,0.14582,6.102,6.0,-0.0002,0.15,0
13.46,force,-0.04924,0.554,0.14449,6.1,6.0,-0.0002,0.15,0
13.47,force,-0.04994,0.554,0.14316,5.937,6.0,0.0002,0.15,0
13.48,force,-0.05064,0.554,0.14184,5.954,6.0,0.0001,0.15,0
13.49,force,-0.05133,0.554,0.14051,6.077,6.0,-0.0002,0.15,0
13.5,force,-0.05203,0.554,0.13918,5.947,6.0,0.0001,0.15,0
13.51,force,-0.05273,0.554,0.13786,5.936,6.0,0.0002,0.15,0
13.52,force,-0.05343,0.554,0.13653,5.98,6.0,0.0001,0.15,0
13.53,force,-0.05413,0.554,0.1352,6.026,6.0,-0.0001,0.15,0
13.54,force,-0.05462,0.554,0.13662,5.999,6.0,0.0,0.15,0
13.55,force,-0.05512,0.554,0.13803,5.972,6.0,0.0001,0.15,0
13.56,force,-0.05561,0.554,0.13945,5.972,6.0,0.0001,0.15,0
13.57,force,-0.05611,0.55401,0.14086,5.971,6.0,0.0001,0.15,0
13.58,force,-0.0566,0.55401,0.14228,5.964,6.0,0.0001,0.15,0
13.59,force,-0.0571,0.554,0.1437,6.123,6.0,-0.0003,0.15,0
13.6,force,-0.05759,0.554,0.14511,6.02,6.0,-0.0,0.15,0
13.61,force,-0.05809,0.554,0.14653,6.048,6.0,-0.0001,0.15,0
13.62,force,-0.05858,0.554,0.14794,5.978,6.0,0.0001,0.15,0
13.63,force,-0.05908,0.554,0.14936,5.994,6.0,0.0,0.15,0
13.64,force,-0.05957,0.554,0.15078,5.968,6.0,0.0001,0.15,0
13.65,force,-0.06007,0.55401,0.15219,5.872,6.0,0.0003,0.15,0
13.66,force,-0.06056,0.55401,0.15361,5.941,6.0,0.0002,0.15,0
13.67,force,-0.06106,0.55401,0.15502,5.922,6.0,0.0002,0.15,0
13.68,force,-0.06155,0.55401,0.15644,5.903,6.0,0.0003,0.15,0
13.69,force,-0.06235,0.55401,0.15771,5.959,6.0,0.0001,0.15,0
13.7,force,-0.06315,0.55401,0.15898,6.087,6.0,-0.0002,0.15,0
13.71,force,-0.06395,0.55401,0.16025,6.015,6.0,-0.0,0.15,0
13.72,force,-0.06475,0.55401,0.16152,6.082,6.0,-0.0002,0.15,0
13.73,force,-0.06555,0.55401,0.16279,6.035,6.0,-0.0001,0.15,0
13.74,force,-0.06634,0.55401,0.16406,6.052,6.0,-0.0001,0.15,0
13.75,force,-0.06714,0.55401,0.16533,5.966,6.0,0.0001,0.15,0
13.76,force,-0.06794,0.55401,0.1666,6.039,6.0,-0.0001,0.15,0
13.77,force,-0.06874,0.55401,0.16787,6.048,6.0,-0.0001,0.15,0
13.78,force,-0.06954,0.55401,0.16914,5.981,6.0,0.0001,0.15,0
